1,The Amsterdam-based B2B SaaS firm SwipeGuide has raised €5 million in a round led by Speedinvest and supported by CapitalT  and Plug & Play Ventures  as well as existing investors Newion and Brumbucks.
1,The new funding follows an earlier $1.5 million seed round and brings total raised by DigiExam to $5 million.
1,DigiExam Raises $3.5 Million: DigiExam  a provider of digital tools to create and grade academic tests  today announced it raised $3.5 million in a Series A funding round led by a syndicate of tech entrepreneurs and investors from Europe and Asia including Joen Bonnier  of the Bonnier family  owner of the largest media group in Sweden.
1,DigiExam was originally backed with seed funding from twp Spotify executives: Gustav Söderström  the chief product officer and Sophia Bendz  former chief marketing officer  and from Sven Hagströmer  an early investor and previous chairman of Unicorn Klarna.
1,All have made follow-on investments in DigiExam’s Series A financing.
0,Many of them have held onto their shares since 2017  hoping to get their hands on the swanky App Scooters promised by Etergo.
0,We are convinced she will effectively lead our team in London and realise our intended expansion in the UK together with the great team that has already proven ParkBee is in an excellent position to create substantial value for real estate owners and consumers.
0,Helpling  a platform for cleaners  and courier service Stuart both scored one out of 10  followed by cab service Uber  food delivery spinoff Uber Eats and odd-jobs app TaskRabbit  each with two points.
0,The new Shippeo mobile application features include:
0,According to the press release  there will be a MapMyIndia banner inside the Truecaller app  which will contain information about COVID-19-related healthcare facilities.
0,Shippeo has built a leading  real-time visibility solution in Europe  serving a market that is one of the fastest-growing sub-sectors of the supply-chain software market.
