1,Kaleb however  was full of praise for the presenter who obviously tried hard at creating something successful: “When he does listen  he tries  he has a go at it.
1,Deloitte has acquired the management consulting arm of Iperion  a Netherlands-based life sciences group.
1,Iperion’s IT business (Iperion Information Systems) is not part of the acquisition and will continue to operate as Colbright.
1,Grand Tour Nation and other press asked what the worst part of working with the ex-Top Gear presenter:
1,The acquisition of Werkspot.nl by HomeAdvisor brings a strong backing to the already well-positioned company in the Netherlands.”
1,“OrangeGames gives us a wider distribution network and resources  allowing Sulake to dedicate more creative and development support to our games ” said Sulake’s CEO Liisa Puurunen in a statement.
1,With the incorporation of AbiliTec into IdentityLink  companies that are building in-demand products that connect different data sets  like customer data platforms (CDP)  master data management platforms and enterprise data warehouses  can offload identity resolution to a trusted  proven partner.
1,Digital content company and publisher OrangeGames is expanding its portfolio of social titles by acquiring a majority stake in Sulake  the developer behind teen-focused virtual worlds Habbo and Hotel Hideaway.
1,Cloud banking fintech Ohpen has acquired Software as a Service (SaaS) provider Davinci to bolster its product offering and turn its attention to international expansion.
1,“We look forward to developing new content and experiences with OrangeGames to bolster our growing global gaming communities.”
1,Ohpen already counts more than 20 top financial institutions as a customer and its hoped with the acquisition of Davinci and being able to offer a more rounded product  Ohpen can expand internationally.
1,Ogier has assisted Bristows  representing Waterland Private Equity Investments  in its GBP1.1 billion acquisition of the Priory Group from Acadia Healthcare Company.
1,Kiwa is investing in PVEL's growth as a new member of the Kiwa Group.
1,Potentially the biggest SPAC news today is that the TPG Pace Beneficial (TPGY) / EVBox merger may be falling apart.
1,Azerion believes those games will fold well into its own growing roster  which includes titles like Governor of Poker  Stratego  and HabboHotel  the latter of which was acquired by Azerion last year under the OrangeGames banner.
1,"Jenya Meydbray  CEO of PVEL  commented  ""We are thrilled to join the Kiwa Group and establish a physical presence for PVEL in the European market and beyond."
0,Redwood Software  a provider of cloud-based business and IT process automation solutions  today announced a €315 million (~$379.97 million) strategic investment from growth equity firm Turn River Capital.
0,Redwood Software — a leading provider of cloud-based business and IT process automation solutions — announced recently that it raised a €315 million strategic investment from growth equity firm Turn/River Capital.
0,ParkBee  a tech startup with smart technology to open up private car parks to the public  has announced it closed €5 million in funding to scale its business in the UK.
0,Rixos Hotels has marked a major milestone in its Middle East expansion strategy after signing an agreement to manage its largest all-inclusive luxury resort in the world on Egypt's Red Sea Riviera.
0,JERUSALEM  Aug 18 (Reuters) - Israel’s Aviation Links said on Tuesday it would start selling vacation packages to Rixos hotels in the United Arab Emirates  the latest deal in the wake of the countries agreeing to normalise relations.
0,Real Madrid Foundation managing director Julio González Ronco and Real Madrid ambassador Álvaro Arbeloa unveiled the collaboration agreement with Be Free Football and Rixos Hotels at the Real Madrid City auditorium.
0,Playwire Media  the largest representation firm for reaching gaming and entertainment enthusiasts online  today announced a new partnership with OrangeGames  a leading developer and publisher of gaming content.
0,Heijmans (AMS:HEIJM) has had a rough month with its share price down 10.0%.
0,Heijmans is a smaller company with a market capitalization of €309m  so it may still be flying under the radar of many institutional investors.
0,Ohpen  a Netherlands-based company that has built cloud-based core banking software  has raised €15 million in Series B funding  which I understand gives it a valuation of €100 million.
0,Redwood Software — a leading provider of cloud-based business and IT process automation solutions — announced recently that it raised a €315 million strategic investment.
0,Plans by Bevcorp LLC of Willoughby to consolidate from four buildings to one has prompted the sale of the industrial building at 37200 Research Center Drive in Eastlake to an investor group for $4.5 million.
0,The project partners are now working together with monopile producers EEW Special Pipe Constructions  the Sif Group  and the welding consumables and power source manufacturer Lincoln Electric to further optimize the steel of the heavy plate for the welding processes used in constructing offshore wind turbines.
0,ParkBee  a Netherlands-founded startup that lets private car parks monetize underutilized spaces by making them bookable to the public  has picked up €5 million in new funding
0,With the addition of OrangeGames to an already impressive roster of publishing partners in the Australian region  this partnership increases Playwire’s reach in this market by nearly fifty percent.
0,Dogger Bank Wind Farm Project Director Steve Wilson said: “This tier one contract with the Sif Group and Smulders is the final one to be confirmed by Dogger Bank Wind Farm for the first two phases  and marks a significant milestone for the project.
