1,We are talking about a global market of around €10 billion in revenue per year ” explains Jocelyn Seilles  General Manager of Jamendo.
1,Protolabs has also established an employee incentive fund payable to 3D Hubs employees based on achievement of both financial performance and employee retention targets.
1,3D Hubs’ 2020 revenue is estimated to be $25 million and the company’s revenue has had a compound annual growth rate of over 200% since 2017.
1,In a call  Helpling co-founder Benedikt Franke declined to comment on the company’s valuation or specifically which existing investors participated  except to confirm that APACIG led the round.
1,He did say  however  that the new injection of cash is designed to enable Helpling to get to profitability within the next year.
1,Delivered to your door in their chic pale pink boxes  GLOSSYBOX covers all your beauty bases with their edit of the best new skincare  makeup and hair products  giving you the chance to try before you buy.
1,Nordigen  a Latvian startup that is challenging the foundational business models of Tink  Plaid and TrueLayer by providing fee-free access to over 1000 European bank APIs  has raised €2.1 million in a seed financing round.
1,Virtual architecture firm INVI  which touts itself as creating “virtual experiences through architecture  storytelling  and design ” according to the studio’s website.
1,Kry’s year-over-year growth in 2020 was 100% — meaning that the ~1.6M digital doctors appointments it had served up a year ago now exceed 3M.
1,The latest financing follows a period of sharp growth for Kry  which reportedly saw business double in 2020.
1,ManoMano’s sales are also accelerating as the company reported a 50% increase in 2019 gross merchandise volume compared to 2018.
1,The company is also growing nicely on the professional segment with its ManoManoPro vertical.
1,Today  ManoMano is one of the most exciting consumer marketplaces  proving that there is room for $1bn+ size vertical marketplaces to compete with giants like Amazon.
1,By doubling its business volume in 2020  ManoMano confirmed the scalability of its model
1,Additionally  2020 marks ManoMano’s acceleration in the European markets (Belgium  Spain  Italy  Germany and the United Kingdom)  where the company achieves 40% of its business volume.
1,ManoMano saw a significant increase in demand in 2020  with sales turnover in the UK increasing by 240% to €105M with over 4 million sessions.
1,The UK is THE most important DIY market for ManoMano  estimated to be worth €50BN - one of the biggest B2C DIY markets in Europe (Euromonitor 2019).
1,The digital penetration of the market in the UK is currently at 21%  which means for ManoMano  Europe’s digital leader in DIY  home and garden  the opportunity to grow is significant.
1,MoonX has topped 16% growth in each of the last two years and is on pace to cross a half-million cases for 2019.
1,Notably  that recent purchase by Kristian Kolberg is the biggest insider purchase of Huddly shares that we've seen in the last year.
1,When combined with notable insider ownership  these factors suggest Huddly insiders are well aligned  and quite possibly think the share price is too low.
1,According to Dirac CEO Peter Friedrichsen  this new round of fundraising brings the company’s total valuation to just under $142.2 million.
1,According to Dirac CEO Peter Friedrichsen  the new equity raise values the company at just under $142.2-million USD (1.200 MSEK) and positions Dirac to fully leverage and lead what it believes will be the next great era in audio driven by software rather than hardware alone.
1,“She is – after me – the second in working years at Xeltis”  says founder Martijn Cox  laughing.
1,“She is – after me – the second in working years at Xeltis”  says founder Martijn Cox  laughing.
1,By issuing guidelines calling for European regulators not to ban companies in the sharing space  startups like Peerby (a Dutch peer-to-peer lending platform for household goods) can count on fewer roadblocks as they forecast future growth.
1,As people clamored late last month to answer who belongs on rap’s Mount Rushmore of the 2010s  the conversation evolved to who would belong on the Soundcloud rap Rushmore.
1,Product Data Management (PDM) Software Market ize 2021 by Product Sales  Revenue  Price  Market Share  Growth Opportunity and Forecast to 2024 Research Report Product Data Management (PDM) Software Market Size 2021 by Product Sales  Revenue  Price  Market Share  Growth Opportunity and Forecast to 2024 Research Report I Top key players-Siemens PLM Software  Upchain  Plytix  SolidWorks  Informatica  Delogue  TDSmaker  INCONY  DEXMA  SyncForce  World Fashion Exchange  SofTech Group  Shoptimised  StiboSystems  CSI Europe
1,Today  Cisco announced that it has acquired Swedish startup Modcam and is making it part of its Meraki smart camera portfolio with the goal of incorporating Modcam computer vision technology into its portfolio.
1,Cardiomatics and the Medical University of Warsaw  Warsaw  Poland are developing a tool for automatic assessment  analysis  and interpretation of electrocardiographic signals (ECG) from paediatric patients.
1,Founded in 2015 by Ben Demiri and Gonçalo Cruz  and counting Farfetch’s founder and chief executive José Neves as a co-chairman  technology company Platforme seeks to empower brands to transition to made-to-order production methods — allowing consumer demand to guide output and  in turn  promoting more efficient practices and tackling overproduction.
1,The test runs on the Mobidiag Amplidiag® Easy platform  which provides clinicians with an optimized sample screening process  with automated DNA/RNA extraction and PCR plate setup.
1,Back in April  the Amsterdam-based challenger bank  bunq  expanded its operation into Germany by launching local IBAN (International Bank Account Numbers) for German members to enjoy all of the features of their bank accounts to the fullest.
1,Travis the Translator is a new project on Indiegogo that strips out most of the smartphone fluff to create a simple  portable translation device.
1,Through its online platform  Packhelp allows customers to design and order their own custom-branded packaging made from certified materials that don’t harm the environment  encouraging businesses to boost their own green credentials.
1,Ogury  a global technology leader in mobile brand advertising  announced today the appointment of Christophe Parcot as chief operating officer.
1,It all started with Ola’s acquisition of the Amsterdam-based EV startup Etergo BV  which had to undergo a fire sale or face bankruptcy.
1,Pipedrive Mafia’s dominance in the round was followed by former Pipedrive employees  Kair Kasper and Martin Koiva (now  founders of Klaus)  and even the very first Pipedrive employee  Elar Nellis (now  co-founder of Salto & LIFT99).
1,BOSTON  May 26  2021 /PRNewswire/ -- Edenred Benefits  the leading corporate mobility provider in the United States  has partnered with BusUp  a global commuter shuttle management service provider  to help corporate clients offer a safer  more convenient  and sustainable commute shuttle service as offices re-open across the country.
1,The company  which had raised just over $4 million from backers such as Sunstone Capital  has been acquired by Denmark-based Graduateland.
1,MIAMI--(BUSINESS WIRE)--Mambu  a SaaS banking and financial services platform  and Grameen America  the leading microfinance nonprofit organization focused on low-income minority women in the United States  today announced the two organizations have extended their partnership for an additional five years to meet Grameen America’s aggressive growth plan including scaling its operations to invest $12 billion in loans to more than 500 000 minority small business owners across 49 branch locations.
1,In December  Eurapco  together with its Partners  Achmea  La Mobilière  Reale Group and B3i  delivered the MVP version of Eurapco Unity  enabling the transfer of facultative risks in a network of companies in the Marine Insurance.
1,Assessment of leading P2P Carsharing market competitors: – Enterprise Holdings  Turo  SocialCar  Eccocar  Koolicar  GOToken  Go More  Nabobil  Helbiz  Snappcar  Getaround  Localiza  Zipcar  HiGear
1,As India recently celebrated its National Technology Day on May 11  2021  Brainly  polled over 1 500 Indian students.
1,Ecocapsule creates eponymous wind  battery  and solar powered tiny homes that can be placed on a trailer base for $89 632.
1,The larger startup in the space is Payfit  which has raised upward of $208.4 million to do something that lots of companies find quite painful.
1,It’s the latest work by artist Rachel Maclean  unveiled last month at Jupiter Artland  the 120-acre sculpture park owned by collectors Nicky and Robert Wilson just outside of Edinburgh.
1,Enter Solenica‘s Caia  a robot that fills your home with sunlight.
1,With the Luminor Marina DMLS – 44 MM  which I had the opportunity to wear and review earlier this year  the Florence-founded Swiss watchmaker has rolled out a watch with an undeniably austere aesthetic — its monochrome gray colorway moved Panerai to initially nickname it “Tutto Grigio ” Italian for “all gray” — that belies the high-tech complexity of its interior and of its origins.
1,Chapter 4  to show the Overall Market Analysis  Capacity Analysis (Company Segment)  Sales Analysis (Company Segment)  Sales Price Analysis by LiveAgent  Freshdesk  SeamlessDesk  Vision Helpdesk  LiveChat  Bitrix24  ManageEngine ServiceDesk Plus;
1,Same-day delivery platform Ziticity raises €2.2 million
1,The top Major Competitive Players are : IBM  Google  Adobe  Oracle  Salesforce  Piwik PRO  Mixpanel  Amplitude  Plytix and Heap among others.
1,Fenech & Fenech Advocates have appointed Nicolai Vella Falzon as their new managing partner on the stepping down of Ann Fenech  who continues to head the firm’s marine litigation department.
1,Banking-as-a-Service provider Omnio has closed a €30 million funding round led by pan-European venture fund GrayBella Capital.
1,FRANKFURT  April 26 (Reuters) - German online spectacles retailer Mister Spex is preparing for a July stock market listing in Frankfurt that could value the firm at more than 1 billion euros ($1.2 billion)  people close to the matter said.
1,The main actors examined in the report include: Xotelia  Quicken  123Landlord.com  Smart Property Systems  Record360  Rentberry  Bia Creations  ADDA.IO  Doinn  Aptmark
1,Now that income threshold will drop to $150 a week.
1,The lineup also includes Gogol Bordello  Thrice  Circa Survive  The Mighty Mighty Bosstones  Best Coast  The Lawrence Arms  Les Savy Fav  Beach Bunny  Big Freedia  PUP  Andrew W.K.  GWAR  Living Colour  Saves the Day  Thursday  Alex G  Anti-Flag  Fishbone  Fucked Up  HEALTH  White Lung  Ratboys  Beach Goons  Holy Fawn  Ganser  and more.
1,PARIS & AMSTERDAM--(BUSINESS WIRE)--Trax  a leading global provider of computer vision solutions and analytics for retail  and Roamler  a European technology company specializing in crowd-supported solutions for field marketing  today announced a new partnership to provide consumer packaged goods (CPG) companies in Europe with a store auditing service that combines the power of computer vision and the gig economy.
1,PARIS & NEW YORK--(BUSINESS WIRE)--CybelAngel  a global leader in digital risk protection  today announces the launch of its brand new platform experience  designed around the three fundamentals of cybersecurity – focus  prioritize and impact.
1,Perhaps that explains why Camunda  a Berlin startup that makes open-source process automation software  announced an €82 million Series B today.
1,A seasoned Silicon Valley entrepreneur and tech expert  BianRosa’s move to German neobank N26 will see him take leadership of product teams in Europe (Berlin  Barcelona  and Vienna) as well as the US (New York).
0,Helpling recommends shaking off your jacket before you step inside and taking off your shoes at the door.
0,Both the Ocean Decade and Seabed 2030 align with Fugro’s vision to create a safe and liveable world and are part of the company’s global sustainability programme.
0,For further information about ETIRA and its work  visit www.etira.org
0,Exceptionally  among the high and not-so-high flying fintech unicorns none of Adyen’s investors have special rights.
0,Many of them have held onto their shares since 2017  hoping to get their hands on the swanky App Scooters promised by Etergo.
0,The future of the two Deltics is now secure  following their sale by Martin Walker to join the growing fleet of diesel locomotives under the ownership of Locomotive Diesels Ltd  a subsidiary company of Jeremy Hosking’s Locomotive Services Ltd (LSL).
0,Posted: 24 April 2020 | SwipeGuide |
0,So  to help you out  we have put together a step-by-step guide on how you can change your name on Truecaller  delete your account  edit or remove tags  and more.
0,DALLAS & NEW YORK--(BUSINESS WIRE)--Signify Health  Inc.
0,Development and growth opportunities: next to the growth of ParkBee and potential expansions  you’ll have the possibility to grow to a senior position and build a performance team.
0,Founded in 1993  Redwood Software aims to automate and organise business processes across hybrid IT environments.
0,On her appointment  Leni Boeren commented  “Ohpen has always been at the forefront of innovation.
0,As in Italy  for advertising reasons  the company will use the name Housefy and not Housfy.
0,For Ohpen  this means continuing to deliver on its mission of freeing financial institutions from legacy systems and processes.
0,Lenders’ applicants will benefit from bank-grade security and retain full control over their personal data  according to Yolt  while the YTS Cashflow Analyser eliminates the risk of fraud in the transfer of financially sensitive data.
0,Thus  further discussions are stimulated and curiosity will be aroused - curiosity is especially regarded by the Augustinianum as the main factor in motivating students to learn.
0,Michiel Langezaal  CEO of Fastned  commented on the new announcement:
0,If you decide to trade Heijmans  use the lowest-cost* platform that is rated #1 Overall by Barron’s  . Trade stocks  options  futures  forex  bonds and funds on 135 markets  all from a single integrated account.
